"ID","name","versionNumber","contentType","dataFileSizeBytes","createdBy","createdOn","modifiedBy","modifiedOn","parentId","synapseURL","dataFileMD5Hex"
"syn10285088","DET0042001_avg.nii.gz","1","application/gzip","248068","3324839","1502374897763","3324839","1502374897763","syn10285054","https://www.synapse.org/#!Synapse:syn10285088.1","08f080ad13f5c6b8a2ef07017b835b7a"
"syn10285152","DET0000101_avg.nii.gz","1","application/gzip","256142","3324839","1502374967983","3324839","1502374967983","syn10285054","https://www.synapse.org/#!Synapse:syn10285152.1","5a7988f965fb53ee743c3ade9111aa0d"
"syn10285097","DET0042601_avg.nii.gz","1","application/gzip","260606","3324839","1502374912114","3324839","1502374912114","syn10285054","https://www.synapse.org/#!Synapse:syn10285097.1","001898577cfbeb1f66f761579a4b20b0"
"syn10285165","DET0001601_avg.nii.gz","1","application/gzip","265192","3324839","1502374980148","3324839","1502374980149","syn10285054","https://www.synapse.org/#!Synapse:syn10285165.1","7fc3592c51cb966fd38fad364524e3e8"
"syn10285093","DET0015201_avg.nii.gz","1","application/gzip","294048","3324839","1502374906749","3324839","1502374906749","syn10285054","https://www.synapse.org/#!Synapse:syn10285093.1","b1fa33fdc4a30e65e26d6f68a3114605"
"syn10285078","DET0008901_avg.nii.gz","1","application/gzip","300247","3324839","1502374881975","3324839","1502374881975","syn10285054","https://www.synapse.org/#!Synapse:syn10285078.1","75dc764d2b02faaad62ebaf33902974a"
"syn10285114","DET0006001_avg.nii.gz","1","application/gzip","302349","3324839","1502374931089","3324839","1502374931089","syn10285054","https://www.synapse.org/#!Synapse:syn10285114.1","1fb65f9585a3cc4bc24f7c49c2276bb0"
"syn10285058","DET0007101_avg.nii.gz","1","application/gzip","339504","3324839","1502374832914","3324839","1502374832914","syn10285054","https://www.synapse.org/#!Synapse:syn10285058.1","9e0c44b1ac9a3dea2b4be04d81b379d1"
"syn10285060","DET0005901_avg.nii.gz","1","application/gzip","341115","3324839","1502374840136","3324839","1502374840136","syn10285054","https://www.synapse.org/#!Synapse:syn10285060.1","70be61185e850fe86fabf7a27ccbc303"
"syn10285080","DET0015401_avg.nii.gz","1","application/gzip","342811","3324839","1502374885374","3324839","1502374885374","syn10285054","https://www.synapse.org/#!Synapse:syn10285080.1","a49b5dac02722d829791ab0dbdb5747f"
"syn10285162","DET0001701_avg.nii.gz","1","application/gzip","349978","3324839","1502374978066","3324839","1502374978066","syn10285054","https://www.synapse.org/#!Synapse:syn10285162.1","b22622c37a0766fd24cc95248893c741"
"syn10285062","DET0016101_avg.nii.gz","1","application/gzip","355292","3324839","1502374847351","3324839","1502374847351","syn10285054","https://www.synapse.org/#!Synapse:syn10285062.1","c332b1f07d57c1558fe4a3df3823cace"
"syn10285084","DET0010601_avg.nii.gz","1","application/gzip","358403","3324839","1502374892285","3324839","1502374892285","syn10285054","https://www.synapse.org/#!Synapse:syn10285084.1","3b06391b1e3dda29f196728f2941f6d8"
"syn10285137","DET0009301_avg.nii.gz","1","application/gzip","359635","3324839","1502374954435","3324839","1502374954435","syn10285054","https://www.synapse.org/#!Synapse:syn10285137.1","c32a04fa24faa0a2056d864192743d23"
"syn10285089","DET0015601_avg.nii.gz","1","application/gzip","364519","3324839","1502374899723","3324839","1502374899723","syn10285054","https://www.synapse.org/#!Synapse:syn10285089.1","f574bfa9d9e4c34483346744f811a87f"
"syn10285139","DET0002401_avg.nii.gz","1","application/gzip","368362","3324839","1502374956261","3324839","1502374956261","syn10285054","https://www.synapse.org/#!Synapse:syn10285139.1","c980cff2aca10987c3155677d92785b1"
"syn10285066","DET0005101_avg.nii.gz","1","application/gzip","373771","3324839","1502374857078","3324839","1502374857078","syn10285054","https://www.synapse.org/#!Synapse:syn10285066.1","00920ae5a17629f048c64d907285ff90"
"syn10285154","DET0000201_avg.nii.gz","1","application/gzip","378159","3324839","1502374969419","3324839","1502374969419","syn10285054","https://www.synapse.org/#!Synapse:syn10285154.1","56424b207cd8301a6a6b0b0d18145b43"
"syn10285126","DET0040001_avg.nii.gz","1","application/gzip","381592","3324839","1502374944137","3324839","1502374944137","syn10285054","https://www.synapse.org/#!Synapse:syn10285126.1","b2118423e6ddac9e3c2847a2eb46f23e"
"syn10285175","DET0004101_avg.nii.gz","1","application/gzip","385019","3324839","1502374991727","3324839","1502374991727","syn10285054","https://www.synapse.org/#!Synapse:syn10285175.1","3a2ff177355770774b392aee609fb21c"
"syn10285183","DET0001101_avg.nii.gz","1","application/gzip","386066","3324839","1502375003443","3324839","1502375003443","syn10285054","https://www.synapse.org/#!Synapse:syn10285183.1","db4381710a427f18eb2f995edd034472"
"syn10285090","DET0037101_avg.nii.gz","1","application/gzip","389831","3324839","1502374902069","3324839","1502374902069","syn10285054","https://www.synapse.org/#!Synapse:syn10285090.1","ea0d48a42798b07a929686fffdd0c997"
"syn10285141","DET0002501_avg.nii.gz","1","application/gzip","393768","3324839","1502374957823","3324839","1502374957823","syn10285054","https://www.synapse.org/#!Synapse:syn10285141.1","8b12a4db19613055e63a72542d799e96"
"syn10285194","DET0003601_avg.nii.gz","1","application/gzip","394405","3324839","1502375014972","3324839","1502375014972","syn10285054","https://www.synapse.org/#!Synapse:syn10285194.1","d1ae6a787a9cdca339b9fe11e081c063"
"syn10285065","DET0005001_avg.nii.gz","1","application/gzip","395013","3324839","1502374854742","3324839","1502374854742","syn10285054","https://www.synapse.org/#!Synapse:syn10285065.1","453d7d4c630d0600fa30a2d909e443d5"
"syn10285158","DET0001401_avg.nii.gz","1","application/gzip","398750","3324839","1502374973209","3324839","1502374973209","syn10285054","https://www.synapse.org/#!Synapse:syn10285158.1","c5ab7e2e05a284527ac7fd92c04b2bee"
"syn10285192","DET0001801_avg.nii.gz","1","application/gzip","399758","3324839","1502375012743","3324839","1502375012743","syn10285054","https://www.synapse.org/#!Synapse:syn10285192.1","4c79d7a573eb2d1f4bd988f2ae9592d1"
"syn10285070","DET0005401_avg.nii.gz","1","application/gzip","411607","3324839","1502374865399","3324839","1502374865399","syn10285054","https://www.synapse.org/#!Synapse:syn10285070.1","3514d7d9a1cdb6d88830a96eb15512a4"
"syn10285059","DET0044601_avg.nii.gz","1","application/gzip","413128","3324839","1502374837471","3324839","1502374837471","syn10285054","https://www.synapse.org/#!Synapse:syn10285059.1","58529c251231fef05d9f98ef1050c108"
"syn10285173","DET0001201_avg.nii.gz","1","application/gzip","417486","3324839","1502374989800","3324839","1502374989800","syn10285054","https://www.synapse.org/#!Synapse:syn10285173.1","f7c04fee5513b35daba7697d3195a639"
"syn10285087","DET0030901_avg.nii.gz","1","application/gzip","418029","3324839","1502374896051","3324839","1502374896051","syn10285054","https://www.synapse.org/#!Synapse:syn10285087.1","a1be3656868ac73833aa3bd5439cafa4"
"syn10285133","DET0006501_avg.nii.gz","1","application/gzip","420430","3324839","1502374950385","3324839","1502374950385","syn10285054","https://www.synapse.org/#!Synapse:syn10285133.1","cf00f0b1da256fde4044c7caaa6203f0"
"syn10285118","DET0021501_avg.nii.gz","1","application/gzip","423102","3324839","1502374935366","3324839","1502374935366","syn10285054","https://www.synapse.org/#!Synapse:syn10285118.1","c2900c06c4e9995252fc3d863689c436"
"syn10285064","DET0005201_avg.nii.gz","1","application/gzip","424342","3324839","1502374852357","3324839","1502374852357","syn10285054","https://www.synapse.org/#!Synapse:syn10285064.1","1627a7e5d8b14e8c3cfc35e7e17ca6cf"
"syn10285169","DET0001301_avg.nii.gz","1","application/gzip","437738","3324839","1502374985409","3324839","1502374985409","syn10285054","https://www.synapse.org/#!Synapse:syn10285169.1","cd16831371d7165a01e1c943318c2c20"
"syn10285124","DET0026901_avg.nii.gz","1","application/gzip","440089","3324839","1502374942230","3324839","1502374942230","syn10285054","https://www.synapse.org/#!Synapse:syn10285124.1","6bf15280ac420889865e7057e5748258"
"syn10285107","DET0004901_avg.nii.gz","1","application/gzip","449609","3324839","1502374923167","3324839","1502374923167","syn10285054","https://www.synapse.org/#!Synapse:syn10285107.1","9627bc434953633cf580906b2e8245a9"
"syn10285069","DET0039501_avg.nii.gz","1","application/gzip","450821","3324839","1502374863532","3324839","1502374863532","syn10285054","https://www.synapse.org/#!Synapse:syn10285069.1","ae37095c9918cd476ca040ef100afae9"
"syn10285122","DET0006401_avg.nii.gz","1","application/gzip","454481","3324839","1502374939756","3324839","1502374939756","syn10285054","https://www.synapse.org/#!Synapse:syn10285122.1","06c30f8038242aa62355440959c310ef"
"syn10285077","DET0005601_avg.nii.gz","1","application/gzip","470446","3324839","1502374880352","3324839","1502374880352","syn10285054","https://www.synapse.org/#!Synapse:syn10285077.1","5dd963218f8d1a2487af064a085b6fac"
"syn10285143","DET0002701_avg.nii.gz","1","application/gzip","475912","3324839","1502374959606","3324839","1502374959606","syn10285054","https://www.synapse.org/#!Synapse:syn10285143.1","c4f9820c0d6ff1c9a37e1243c3b6306b"
"syn10285111","DET0006201_avg.nii.gz","1","application/gzip","480244","3324839","1502374928864","3324839","1502374928864","syn10285054","https://www.synapse.org/#!Synapse:syn10285111.1","1a1236f39a8094f7965750d868a1deb1"
"syn10285083","DET0004601_avg.nii.gz","1","application/gzip","482762","3324839","1502374889288","3324839","1502374889288","syn10285054","https://www.synapse.org/#!Synapse:syn10285083.1","105f0c53eca281f8ba4acf618862bd2f"
"syn10285081","DET0004701_avg.nii.gz","1","application/gzip","483776","3324839","1502374887009","3324839","1502374887009","syn10285054","https://www.synapse.org/#!Synapse:syn10285081.1","7a1af23f45093e160f0c7d7274daf8b5"
"syn10285074","DET0008801_avg.nii.gz","1","application/gzip","498787","3324839","1502374874887","3324839","1502374874887","syn10285054","https://www.synapse.org/#!Synapse:syn10285074.1","9f6978d2710f92c278b3b26402448163"
"syn10285181","DET0004201_avg.nii.gz","1","application/gzip","500636","3324839","1502375001517","3324839","1502375001517","syn10285054","https://www.synapse.org/#!Synapse:syn10285181.1","01e43087d54ae4154d083a94642afc31"
"syn10285068","DET0014201_avg.nii.gz","1","application/gzip","507453","3324839","1502374861763","3324839","1502374861763","syn10285054","https://www.synapse.org/#!Synapse:syn10285068.1","3d61552bee93cd44b6099c9fe8a862b4"
"syn10285120","DET0035501_avg.nii.gz","1","application/gzip","510202","3324839","1502374936979","3324839","1502374936979","syn10285054","https://www.synapse.org/#!Synapse:syn10285120.1","1a73effc9c9cdb97285e7fd3a2e20735"
"syn10285103","DET0006301_avg.nii.gz","1","application/gzip","513168","3324839","1502374919097","3324839","1502374919097","syn10285054","https://www.synapse.org/#!Synapse:syn10285103.1","42fb12fde497cde3f965c4733557802b"
"syn10285149","DET0002001_avg.nii.gz","1","application/gzip","521634","3324839","1502374964843","3324839","1502374964843","syn10285054","https://www.synapse.org/#!Synapse:syn10285149.1","2890d69c42fc03ed500cdc5bbb9e3cf6"
"syn10285061","DET0005801_avg.nii.gz","1","application/gzip","525370","3324839","1502374843382","3324839","1502374843382","syn10285054","https://www.synapse.org/#!Synapse:syn10285061.1","961dc64032f1d0b5e4eeb263befa7825"
"syn10285179","DET0004301_avg.nii.gz","1","application/gzip","528236","3324839","1502374997138","3324839","1502374997138","syn10285054","https://www.synapse.org/#!Synapse:syn10285179.1","0df20a21e92aa04bffc6cf80a80f7bcf"
"syn10285116","DET0006101_avg.nii.gz","1","application/gzip","538143","3324839","1502374932812","3324839","1502374932812","syn10285054","https://www.synapse.org/#!Synapse:syn10285116.1","a967440ea5592c6501d05d01d2f6800d"
"syn10285075","DET0005701_avg.nii.gz","1","application/gzip","541981","3324839","1502374877484","3324839","1502374877484","syn10285054","https://www.synapse.org/#!Synapse:syn10285075.1","734ff7ebdf3c3b5756e3faffe95e1610"
"syn10285109","DET0004801_avg.nii.gz","1","application/gzip","550942","3324839","1502374925020","3324839","1502374925020","syn10285054","https://www.synapse.org/#!Synapse:syn10285109.1","bdd56019251aefb8e52a6fe9d26c78d9"
"syn10285171","DET0004001_avg.nii.gz","1","application/gzip","577180","3324839","1502374987437","3324839","1502374987437","syn10285054","https://www.synapse.org/#!Synapse:syn10285171.1","98c566e2769a8682e6da54bfd713e5d4"
"syn10285135","DET0040201_avg.nii.gz","1","application/gzip","580453","3324839","1502374952057","3324839","1502374952057","syn10285054","https://www.synapse.org/#!Synapse:syn10285135.1","a787d6cf5949c1b9b8459917969cc422"
"syn10285156","DET0002801_avg.nii.gz","1","application/gzip","588183","3324839","1502374971372","3324839","1502374971372","syn10285054","https://www.synapse.org/#!Synapse:syn10285156.1","9cec4bccddc73db332f2150a85194dae"
"syn10285160","DET0001501_avg.nii.gz","1","application/gzip","591511","3324839","1502374975146","3324839","1502374975146","syn10285054","https://www.synapse.org/#!Synapse:syn10285160.1","7790d273d4e0d4176a1f99f55ddb6698"
"syn10285167","DET0003901_avg.nii.gz","1","application/gzip","605665","3324839","1502374983287","3324839","1502374983287","syn10285054","https://www.synapse.org/#!Synapse:syn10285167.1","4979cfcd9929306227233da39c858ca0"
"syn10285085","DET0004401_avg.nii.gz","1","application/gzip","608068","3324839","1502374894097","3324839","1502374894097","syn10285054","https://www.synapse.org/#!Synapse:syn10285085.1","d9d21f505d02bb70167a72501346431d"
"syn10285131","DET0040101_avg.nii.gz","1","application/gzip","687695","3324839","1502374948607","3324839","1502374948607","syn10285054","https://www.synapse.org/#!Synapse:syn10285131.1","ade0ef45bed324cfdba7c18171b3ff28"
"syn10285073","DET0039401_avg.nii.gz","1","application/gzip","703004","3324839","1502374872958","3324839","1502374872958","syn10285054","https://www.synapse.org/#!Synapse:syn10285073.1","e3c31c9f8df5423fe88d69703bd721be"
"syn10285063","DET0014101_avg.nii.gz","1","application/gzip","899359","3324839","1502374849121","3324839","1502374849121","syn10285054","https://www.synapse.org/#!Synapse:syn10285063.1","6b18f8a7bb4f1c4acd309d250a31a789"
"syn10285186","DET0003101_avg.nii.gz","1","application/gzip","1512885","3324839","1502375005568","3324839","1502375005568","syn10285054","https://www.synapse.org/#!Synapse:syn10285186.1","ae338e159daa82c6da118c2903dd5b0c"
"syn10285188","DET0003301_avg.nii.gz","1","application/gzip","1541574","3324839","1502375007641","3324839","1502375007641","syn10285054","https://www.synapse.org/#!Synapse:syn10285188.1","0ca514486e30504fc4c69063d2fdd358"
"syn10285200","DET0003501_avg.nii.gz","1","application/gzip","1589883","3324839","1502375020928","3324839","1502375020928","syn10285054","https://www.synapse.org/#!Synapse:syn10285200.1","a0fa1d29b8df0338d1ba5ee923ec480f"
"syn10285197","DET0003401_avg.nii.gz","1","application/gzip","1741319","3324839","1502375018127","3324839","1502375018127","syn10285054","https://www.synapse.org/#!Synapse:syn10285197.1","e30ada78b5f02ef29aff7fa30e57a9f3"
"syn10285190","DET0003201_avg.nii.gz","1","application/gzip","2089979","3324839","1502375009348","3324839","1502375009348","syn10285054","https://www.synapse.org/#!Synapse:syn10285190.1","9f39745724ed01242c72988bbca38950"
