"ID","name","versionNumber","contentType","dataFileSizeBytes","createdBy","createdOn","modifiedBy","modifiedOn","parentId","synapseURL","dataFileMD5Hex"
"syn10284986","DET0015001_avg.nii.gz","1","application/gzip","362616","3324839","1502374591826","3324839","1502374591826","syn10284975","https://www.synapse.org/#!Synapse:syn10284986.1","ba168e00a72964ebb130e3ae5bc7a704"
"syn10284983","DET0021401_avg.nii.gz","1","application/gzip","366531","3324839","1502374585158","3324839","1502374585158","syn10284975","https://www.synapse.org/#!Synapse:syn10284983.1","e16c84824107a03129d04ac9ee2bfe8b"
"syn10284976","DET0044901_avg.nii.gz","1","application/gzip","372364","3324839","1502374567810","3324839","1502374567810","syn10284975","https://www.synapse.org/#!Synapse:syn10284976.1","5ed9bfc86510403a2b005c4e689effca"
"syn10285032","DET0011501_avg.nii.gz","1","application/gzip","372673","3324839","1502374690223","3324839","1502374690223","syn10284975","https://www.synapse.org/#!Synapse:syn10285032.1","16d85953009417a70b26283d8b804152"
"syn10285031","DET0011701_avg.nii.gz","1","application/gzip","385609","3324839","1502374687721","3324839","1502374687721","syn10284975","https://www.synapse.org/#!Synapse:syn10285031.1","0df298eb6e9d746ac3216ffb67bfe4e3"
"syn10285007","DET0013301_avg.nii.gz","1","application/gzip","391701","3324839","1502374638494","3324839","1502374638494","syn10284975","https://www.synapse.org/#!Synapse:syn10285007.1","7d34fdf4f40d93401c5aa2825ed9500a"
"syn10285026","DET0010001_avg.nii.gz","1","application/gzip","392295","3324839","1502374676632","3324839","1502374676632","syn10284975","https://www.synapse.org/#!Synapse:syn10285026.1","7100cbb6979b10c262d9ffe04388aa9a"
"syn10285022","DET0009701_avg.nii.gz","1","application/gzip","394315","3324839","1502374667716","3324839","1502374667716","syn10284975","https://www.synapse.org/#!Synapse:syn10285022.1","4f2bff62f77e663a993d0c80c2f5be74"
"syn10285015","DET0044001_avg.nii.gz","1","application/gzip","406940","3324839","1502374652675","3324839","1502374652675","syn10284975","https://www.synapse.org/#!Synapse:syn10285015.1","f05b0a8278e72340bb91fed79bf43094"
"syn10285027","DET0010501_avg.nii.gz","1","application/gzip","407946","3324839","1502374678182","3324839","1502374678182","syn10284975","https://www.synapse.org/#!Synapse:syn10285027.1","1e49f426ee4e641b8ddef74a3bd65e9d"
"syn10284997","DET0014501_avg.nii.gz","1","application/gzip","417111","3324839","1502374617347","3324839","1502374617347","syn10284975","https://www.synapse.org/#!Synapse:syn10284997.1","2e33184ce48347da4a79fea97fb8bba5"
"syn10284978","DET0012501_avg.nii.gz","1","application/gzip","429868","3324839","1502374574126","3324839","1502374574126","syn10284975","https://www.synapse.org/#!Synapse:syn10284978.1","dbad98f1e7d2db721263e67a13ec00a7"
"syn10285037","DET0008701_avg.nii.gz","1","application/gzip","431158","3324839","1502374702299","3324839","1502374702299","syn10284975","https://www.synapse.org/#!Synapse:syn10285037.1","2c5e67cd603e0056ea7090de17045f9e"
"syn10285023","DET0012201_avg.nii.gz","1","application/gzip","445907","3324839","1502374669590","3324839","1502374669590","syn10284975","https://www.synapse.org/#!Synapse:syn10285023.1","6bd00d21e1c65de691f03ec21daa54d9"
"syn10285043","DET0000301_avg.nii.gz","1","application/gzip","448492","3324839","1502374714353","3324839","1502374714353","syn10284975","https://www.synapse.org/#!Synapse:syn10285043.1","d1edb529928a81cb430d3e02ce127a95"
"syn10285011","DET0013001_avg.nii.gz","1","application/gzip","452202","3324839","1502374645433","3324839","1502374645433","syn10284975","https://www.synapse.org/#!Synapse:syn10285011.1","2c19af0abbe64147ea258ddd7d8d8298"
"syn10284994","DET0015501_avg.nii.gz","1","application/gzip","453663","3324839","1502374610088","3324839","1502374610088","syn10284975","https://www.synapse.org/#!Synapse:syn10284994.1","349e844e7b2c02e72f5596280fc8b85c"
"syn10285018","DET0009401_avg.nii.gz","1","application/gzip","454009","3324839","1502374657439","3324839","1502374657439","syn10284975","https://www.synapse.org/#!Synapse:syn10285018.1","52ac23836553ac798dae453d95a5d72a"
"syn10285006","DET0019401_avg.nii.gz","1","application/gzip","467043","3324839","1502374636530","3324839","1502374636530","syn10284975","https://www.synapse.org/#!Synapse:syn10285006.1","e101116b3bf29bf882a7005bf9023102"
"syn10284992","DET0026201_avg.nii.gz","1","application/gzip","469634","3324839","1502374604869","3324839","1502374604869","syn10284975","https://www.synapse.org/#!Synapse:syn10284992.1","28cfb76f6cea1f5ecc4a1cf4289fcbca"
"syn10285035","DET0007801_avg.nii.gz","1","application/gzip","470655","3324839","1502374697740","3324839","1502374697740","syn10284975","https://www.synapse.org/#!Synapse:syn10285035.1","12e81bf92d03ca7c02f696dffef6cc07"
"syn10285010","DET0014901_avg.nii.gz","1","application/gzip","472219","3324839","1502374643961","3324839","1502374643961","syn10284975","https://www.synapse.org/#!Synapse:syn10285010.1","6a82f1cac7912a7dc5655b44721f80a2"
"syn10285004","DET0013801_avg.nii.gz","1","application/gzip","476534","3324839","1502374633228","3324839","1502374633228","syn10284975","https://www.synapse.org/#!Synapse:syn10285004.1","48daba8f28f45405867ad8d03384baa6"
"syn10285039","DET0008501_avg.nii.gz","1","application/gzip","481134","3324839","1502374706136","3324839","1502374706136","syn10284975","https://www.synapse.org/#!Synapse:syn10285039.1","aa8a28dfbed4559161b9ec520e5fa782"
"syn10285030","DET0011601_avg.nii.gz","1","application/gzip","488252","3324839","1502374684820","3324839","1502374684820","syn10284975","https://www.synapse.org/#!Synapse:syn10285030.1","38fb1f9e1f363f40f5d0f22e658dd0d8"
"syn10285012","DET0013401_avg.nii.gz","1","application/gzip","501614","3324839","1502374647184","3324839","1502374647184","syn10284975","https://www.synapse.org/#!Synapse:syn10285012.1","509df9548087f295dec4946cfcbcadcd"
"syn10285009","DET0014801_avg.nii.gz","1","application/gzip","516276","3324839","1502374642347","3324839","1502374642347","syn10284975","https://www.synapse.org/#!Synapse:syn10285009.1","0120a13ec2d20148b7cb81ff11645b99"
"syn10285038","DET0008601_avg.nii.gz","1","application/gzip","533449","3324839","1502374704163","3324839","1502374704163","syn10284975","https://www.synapse.org/#!Synapse:syn10285038.1","a36fb510d8ac29b6d5fdc364a7e2608d"
"syn10285017","DET0012101_avg.nii.gz","1","application/gzip","554663","3324839","1502374655966","3324839","1502374655966","syn10284975","https://www.synapse.org/#!Synapse:syn10285017.1","de84c076a8da25b96c986e26588e6eec"
"syn10285034","DET0011201_avg.nii.gz","1","application/gzip","634681","3324839","1502374695474","3324839","1502374695474","syn10284975","https://www.synapse.org/#!Synapse:syn10285034.1","c916bf843d88203595cfc948946758d3"
"syn10284984","DET0015101_avg.nii.gz","1","application/gzip","637859","3324839","1502374587246","3324839","1502374587246","syn10284975","https://www.synapse.org/#!Synapse:syn10284984.1","a0723b10ed46a497b0668e3665c75898"
"syn10285008","DET0013101_avg.nii.gz","1","application/gzip","642648","3324839","1502374639927","3324839","1502374639927","syn10284975","https://www.synapse.org/#!Synapse:syn10285008.1","9de6f33e2286f9b7ca273c989deacdcc"
"syn10285029","DET0010701_avg.nii.gz","1","application/gzip","790008","3324839","1502374682882","3324839","1502374682882","syn10284975","https://www.synapse.org/#!Synapse:syn10285029.1","a4c8a3cf9591d493cfce6e461acb7e68"
"syn10285028","DET0010401_avg.nii.gz","1","application/gzip","1116459","3324839","1502374680141","3324839","1502374680141","syn10284975","https://www.synapse.org/#!Synapse:syn10285028.1","04e8245b09d18ebaef9fac5fc80ca5c7"
"syn10285025","DET0010201_avg.nii.gz","1","application/gzip","1278042","3324839","1502374673107","3324839","1502374673107","syn10284975","https://www.synapse.org/#!Synapse:syn10285025.1","56b653bcd989fc409f9376a5c2d0ccc4"
"syn10285021","DET0010801_avg.nii.gz","1","application/gzip","1465744","3324839","1502374664187","3324839","1502374664187","syn10284975","https://www.synapse.org/#!Synapse:syn10285021.1","5b9c34d81bf7162ce8a6c2f22a7870f1"
"syn10285013","DET0020201_avg.nii.gz","1","application/gzip","1594465","3324839","1502374649009","3324839","1502374649009","syn10284975","https://www.synapse.org/#!Synapse:syn10285013.1","7e51903e9cb2b1ff4e86ebf34cba459d"
"syn10284977","DET0035301_avg.nii.gz","1","application/gzip","1671676","3324839","1502374571342","3324839","1502374571342","syn10284975","https://www.synapse.org/#!Synapse:syn10284977.1","1ff9ae55937493e23a5a3eda554d4352"
"syn10285033","DET0011401_avg.nii.gz","1","application/gzip","1694856","3324839","1502374692137","3324839","1502374692137","syn10284975","https://www.synapse.org/#!Synapse:syn10285033.1","9175038df9b750bdb762466bfa33a243"
"syn10285036","DET0011301_avg.nii.gz","1","application/gzip","1791930","3324839","1502374700221","3324839","1502374700221","syn10284975","https://www.synapse.org/#!Synapse:syn10285036.1","715321f039e2c447015c77531006574a"
